lake_lon_decdeg,lake_lat_decdeg,lagoslakeid,lake_namelagos
-69.7948128472,46.2774069557,7533,Turner Pond; TURNER POND
-69.7943087056,46.6111281104,13173,NA
-69.7615107872,46.6160964415,103633,NA
-69.7530104479,46.6306320854,47731,NA
-69.7434120954,46.8504523804,75663,Blood Lake
-69.7183042006,46.8014683553,9503,NA
-69.7176061651,46.9473135487,88265,NA
-69.709545368,46.3028027939,34073,NA
-69.6587040469,46.8120256297,106711,NA
-69.6060156409,46.7639960012,118051,NA
-69.553331545,46.6533863329,123378,NA
-69.5267111906,46.6073267448,95460,Clayton Lake
-69.4784186112,46.3929829209,10117,NA
-69.4465137494,47.0189594335,17276,NA
-69.2973964019,46.4865825606,141391,Heron Lake
-69.2468963963,46.7249531484,40446,NA
-69.2164058264,46.621441045,65372,NA
-69.198201248,46.3224830944,66385,NA
-69.1755129678,47.1992622552,79883,NA
-69.1544548453,47.1812227343,88273,NA
-69.1336858342,46.8435966369,36147,NA
-69.1007737932,46.3092209538,15235,Snowshoe Pond
-69.1055209841,46.4032117835,11144,Third Currier Pond
-69.1071640843,47.1815632142,106712,Little Falls Pond
-69.0919742939,47.3385183919,74581,NA
-69.0771293654,47.4003478534,39379,NA
-69.0633840008,46.6264319462,54037,Squirrel Pond
-69.0622312835,46.8173279439,134275,Petes Pond
-69.0370714404,46.5600334718,79876,Lower Hudson Pond
-69.0253329754,46.574301001,57046,Upper Hudson Pond
-69.0141322682,46.4832279131,29907,NA
-69.001484292,46.461293487,129016,NA
-68.9963974126,46.5497063466,68447,NA
-68.9727643175,46.4623397057,95461,Smith Brook Pond
-68.9594332995,46.945868569700004,79877,NA
-68.9512500948,46.6189305617,24762,Caribou Pond
-68.9384496819,46.4447797121,62182,NA
-68.9310109975,46.9010613761,124435,NA
-68.9127301564,46.8899916857,41513,Chase Ponds
-68.9060194193,46.4173279942,111877,Brown Brook Pond
-68.8893243734,47.0461977292,8450,Third Pelletier Brook Lake; 3RD PELLETIER BROOK LK
-68.8582969626,46.5234921205,107747,NA
-68.8705287531,46.9308522665,88271,NA
-68.8643631341,47.0595372759,49806,NA
-68.8670136378,47.1060881877,42608,McLean Lake
-68.856853037,47.1452865715,112929,Bran Lake
-68.8476631127,46.9713529151,8240,LITTLE BLACK PD SOUTH
-68.8449975335,46.5412338637,17278,Leonard Pond
-68.8348803422,46.958468663,58096,Fish Pond
-68.8099790193,47.1641409985,7890,Hunnewell Lake
-68.799001084,47.0756823811,139364,NA
-68.7712742797,46.7700527574,85095,Mud Pond
-68.777748609,47.014554396,116020,NA
-68.7415254628,46.7892335648,47729,NA
-68.7428353201,46.8178802637,107746,Long Pond
-68.7192824563,47.2006132912,7587,Wheelock Lake
-68.6565813508,47.0707915528,141377,Isie Lake
-68.6480484027,46.4634419105,49804,Burnt Pond
-68.626393839,47.1463901674,13176,Labbe Pond
-68.5698600548,47.0035629363,136289,NA
-68.5506144373,47.0904834424,131136,NA
-68.5230598797,47.1198671452,26850,Second Lake
-68.5046162865,47.1134605237,44675,Sly Brook Lakes; Third Lake
-68.5048266894,47.1731857444,58099,NA
-68.495960488,47.2168298298,110854,NA
-68.4990287869,47.2310256406,37247,NA
-68.4994149516,47.2450779185,90373,NA
-68.4883055126,46.3341006048,124436,NA
-68.4873794065,47.0322013463,105726,NA
-68.4640369643,47.1112594757,102590,California Pond
-68.4457070638,46.3271245682,53000,Cranberry Pond
-68.4254481689,46.923788396,58106,McClusky Lake
-68.3668956743,46.4417542756,63291,Cranberry Pond
-68.363997756,46.5093795875,122340,NA
-68.275943715,46.4747649967,71481,Cranberry Pond
-68.2679309097,47.1086675085,29909,NA
-68.2252681921,46.8627589428,66384,NA
-68.2067090907,47.2601025856,75664,Germain Lake
-68.1928462289,46.4307220167,71488,NA
-68.1945529978,47.2314824036,18322,NA
-68.057964445,46.6843370065,101568,NA
-68.0272981751,46.7779345133,78876,NA
-68.023329408,46.7757081066,64300,NA
-68.001335202800007,46.6712808289,8263,Mantle Lake
-67.9902169108,46.1109865802,110851,NA
-67.9919691887,46.1343989325,58093,NA
-67.9223249657,46.0372912618,101569,Johnson Pond
-67.9313003875,46.080842929,141378,Champion Pond
-67.9332855488,46.3464513576,105725,Meadowbrook Pond
-67.9128104129,46.0135280162,19410,Hunter Pond; HUNTER P
-67.9034556929,47.0310457602,53002,Big Black Brook Lake
-67.9011359055,46.6657458563,14208,NA
-67.8788808598,46.6083326786,92379,Dilling Lake
-67.87894903,46.6904319354,45644,NA
-67.876695047,47.0441682774,15237,NA
-67.8569885255,46.1930912109,131134,Monson Lake
-67.8648921335,46.2117688981,131140,Deep Lake; DEEP L (LITTLETON Q)
-67.8494664959,46.1915367022,23743,NA
-67.8499062761,46.3814861859,47733,NA
-67.841478667,46.5121110076,89338,McPherson Lake
-67.8344403121,46.0629151832,91370,NA
-67.8094353048,46.769601053,110848,NA
-67.8144090626,47.0019407902,46687,Gerard Pond
-67.7709079227,45.95967947,53006,NA
-67.7865279316,46.3005629117,139360,NA
-67.7854310703,46.3524079308,65371,NA
-69.4865469114,46.3980940306,89332,Lower Russell Pond
-69.3741505901,46.5912670987,8255,Umsaskis Lake; Harvey Pond
-69.26771043,46.7644290055,8234,Round Pond
-69.1702502499,46.6273289217,7880,Second Musquacook Lake
-69.1290830893,46.5202068089,7728,Clear Lake
-69.063065956,46.3063473657,25817,Chandler Pond
-68.9389400918,46.2819747783,141392,Little Millinocket Lake
-68.8621306092,46.2631965043,118053,Big Beaver Pond
-68.8755836729,46.3016171744,7651,Millinocket Lake
-68.5289624929,46.2868409353,60152,Cut Lake
-68.4352981976,46.287893264,8372,Umcolcus Lake
-68.4967553324,47.0448529962,8196,Eagle Lake
-69.0534495965,47.3421353723,141393,Beau Lake
-70.253439879,46.0990419438,125503,Little Saint John Lake
-70.1978663122,46.256118049,41516,NA
-69.9463977034,46.0365827006,8422,Third Saint John Pond
-69.9506427546,46.6408052155,27831,Beam Pond
-69.9324388692,46.038152799,104653,NA
-69.8381788921,46.2536246125,69444,NA
-69.8126110893,46.6627357407,105722,NA
-69.7610259274,46.6142975786,120223,NA
-69.7388185396,46.388276572,7653,Desolation Pond
-69.6064375025,46.7556644049,39382,NA
-69.5886057534,46.5125384542,91371,NA
-69.5396734744,46.954536575,136288,NA
-69.5221722733,46.3730917911,10111,Second South Branch Russell Pond
-69.4570672459,46.6976266457,61176,Cunliffe Lake
-69.422724974,46.6750806328,55042,NA
-69.4257686339,47.1952959155,46683,NA
-69.4066398357,46.6846951992,81974,NA
-69.3046855358,46.3764254821,81973,Lewis Pond
-69.2979146807,46.6588566098,84100,NA
-69.2787838335,46.8511688637,26851,NA
-69.2622120717,46.4106854253,141394,Twin Lake
-69.2386789546,46.703242224,68448,Twin Pond
-69.2244576587,46.7721461871,100539,NA
-69.2116805502,46.3375193238,18318,NA
-69.1950242319,46.9539899469,16220,NA
-69.1757787246,46.3516478868,88276,NA
-69.1721375996,46.5112279795,71487,Little Harrow Lake
-69.1668489737,46.723766609,49802,Robbins Brook Pond
-69.1467187999,46.5995253497,8420,Third Musquacook Lake
-69.143396610600007,47.2474185538,25815,NA
-69.1376530593,47.3752976119,87213,Jones Pond
-69.1252449387,47.3209513221,117028,NA
-69.1177626555,47.3455183391,24763,Yankeetuladi Pond
-69.1091849303,47.3570032641,49799,NA
-69.0975482143,46.3736543276,63292,Bluffer Pond
-69.09919439,47.3836943281,64302,NA
-69.0846455678,46.3032322362,137287,NA
-69.083159008,46.4897991545,57038,NA
-69.0732782466,46.9019130611,130108,McKeen Lake
-69.0495613319,46.2770827382,23735,Upper Moose Pond
-69.0521290585,46.3345278375,7734,Buckley Pond
-69.0460511774,46.3467612678,133209,NA
-69.0461982079,46.5952105981,49800,Lost Pond
-69.0510551786,47.2702129194,141395,Cross Lake
-69.0368347229,47.4006525083,141396,NA
-69.0272301668,46.3165320498,119141,NA
-69.0341697105,47.0521438662,99561,NA
-68.9552517593,46.2805792666,141397,Moose Pond
-68.9728852484,46.2916813091,18321,Little Caribou Pond
-68.951778596,46.9034401926,97509,Beaver Tail Pond
-68.9371210326,46.3089738678,32061,Atkins Pond
-68.9134267639,47.0613113162,93455,Black Lake
-68.871648348,46.9366808394,122338,NA
-68.8714064658,46.9441098047,7815,Denny Pond
-68.8513776128,46.9739058423,7766,Little Black Ponds; LITTLE BLACK PD NORTH
-68.8419318374,46.9605823612,141398,Pushineer Pond
-68.8379332049,46.9746330173,8169,Black Pond
-68.7694183503,46.5299430718,113883,Lost Pond
-68.7697735941,47.1095675725,10118,NA
-68.7480518182,46.8865592561,119150,Lucifee Pond
-68.7390398317,47.1261907231,94450,NA
-68.7087374581,46.8592201236,56033,NA
-68.6980452681,46.4446881121,123381,NA
-68.690597167,47.19403946,64301,Spaulding Ponds
-68.6358764421,47.1231978328,119149,Mud Lake
-68.5993098699,46.3741525998,50864,Lower LaPomkeag Lake
-68.5642228503,46.9904686083,117033,NA
-68.54818522,46.3465138809,73532,Carey Lake
-68.5487726512,47.0209856303,108765,NA
-68.5108739509,46.3452012417,10113,Cranberry Pond
-68.5146452865,47.0189728419,99564,NA
-68.5056086464,46.4660430403,44680,Osgood Deadwater
-68.4800464173,46.5325519601,91372,NA
-68.4809083758,46.5576852219,39383,NA
-68.4886041958,46.9248362365,67447,NA
-68.4641934708,46.8459437413,61177,NA
-68.43609193,46.4069551684,23740,NA
-68.443765533,46.9260441917,120224,Lost Pond
-68.4273727361,46.3556043219,134276,NA
-68.4285472948,46.9560709947,55039,Silver Lake
-68.411693563,46.5352948103,27824,NA
-68.3870885912,46.6793809809,133206,NA
-68.3336224034,46.8892349375,64298,Bog Lake
-68.2850168614,47.3522423185,95464,NA
-68.2092034386,46.2847118791,84102,NA
-68.1853128569,46.2329187606,125502,Brandy Pond
-68.1074181631,46.2812460144,123372,NA
-68.0967011338,47.0830051157,29904,Mud Lake
-68.0819752495,46.3336732522,84103,Little Fowler Pond
-68.0909705882,46.4058606909,26847,Presque Isle Lake
-68.0696872141,46.3331369699,94452,NA
-68.075977019,46.3412301822,73534,Scott Pond
-68.055267245,46.3597782805,124433,NA
-68.0463877204,46.7468789444,138352,NA
-68.0385073342,46.1351103465,7772,Cochrane Lake
-68.0264379181,46.6905829907,118055,NA
-68.0243766239,47.0964999585,129014,NA
-68.0057723495,46.6174807237,8297,Echo Lake
-67.9903970028,46.4480851431,18317,Ketchum Lake
-67.9510592926,45.9639034887,136287,Elevenmile Lake
-67.9608772792,46.5804291043,73535,Smith Farm Pond
-67.9468598865,47.0283319421,134280,NA
-67.9431319837,47.0565911699,84107,NA
-67.9046448798,46.6587613394,26854,NA
-67.9093444423,46.7074156016,46688,Bishop Pond
-67.8923468129,47.0131208589,43640,Little Black Brook Lake
-67.874568328,46.0481686046,29903,NA
-67.8803065302,46.7330149668,48788,Fisher Lake
-67.87377383,47.0714586134,13177,NA
-67.8605237593,46.3604569656,67452,NA
-67.8632663134,46.4554890299,7741,Whitehead Lake
-67.8623009932,46.4504300124,98541,NA
-67.8626309255,47.0474683401,12163,NA
-67.8491779684,46.185221123,89336,JORDON P (P S MONSON L
-67.8414668505,46.3485709834,109802,NA
-67.8271699954,46.3253611484,49798,NA
-67.834072739,46.7088870915,67450,Page Pond
-67.8332297905,47.0219239693,59156,Mud Lake
-67.8223501589,46.282100979,30980,Gentle Lake
-67.8129531347,46.7693080986,46686,NA
-67.8059309458,46.2627495576,59160,Britton Lake
-67.7943432913,46.8493199655,141399,Nadeau Pond
-67.7856851586,46.4075936586,67451,NA
-69.8995151342,46.1232013441,7749,Fifth Saint John Pond
-69.096806388,46.5486221668,79880,Fifth Musquacook Lake
-68.9861724967,46.373233633,7906,Munsungan Lake; Little Munsungan Lake; Chase Lake
-68.7226438847,47.1052682361,8501,Second Lake; Second Wallagrass Lake
-68.3336273559,47.1247679362,7736,Cross Lake
-68.2314475844,46.5099334262,75666,Scopan Lake
-67.8909724494,46.6936169945,8087,Lake Christina
-70.2173288033,46.1626582567,38308,NA
-70.1432803266,46.3405027952,13175,NA
-70.1328581178,46.3648506662,37246,NA
-69.9581374041,46.0293948707,7693,Robinson Pond
-69.9323624886,46.3973735074,137288,NA
-69.8892166065,46.7894821452,113884,NA
-69.857767306,46.5186602308,22624,NA
-69.8458855856,46.730784344,9509,NA
-69.8521862941,46.7953212187,62181,NA
-69.8044520463,46.6365348983,55037,NA
-69.7926282108,46.6367852114,101571,NA
-69.7683791854,46.6582677885,28858,NA
-69.7100037879,46.9202778634,92376,Charles Pond
-69.6256008084,46.9241156617,100540,NA
-69.5672639133,46.5169338371,38305,NA
-69.5708799616,46.6067294351,140417,NA
-69.5359457421,46.3946609604,80901,NA
-69.5338197553,46.4838133803,91373,NA
-69.5477195788,46.7529281698,71482,NA
-69.3949236362,46.5061699654,39384,Little Churchill Pond
-69.3846291442,46.6226307753,141400,The Thoroughfare
-69.3830666294,46.6986065482,141401,Harvey Pond
-69.3287732924,46.6940341661,72492,Threemile Pond
-69.2370571359,46.9407762838,81972,NA
-69.2328780372,47.4158894097,96499,NA
-69.194825188,46.9187996366,40444,NA
-69.1591309415,47.137464042,73531,NA
-69.1469566556,46.4340603808,44681,NA
-69.121069756,46.3215321721,120225,Pretty Pond
-69.1009555212,46.3992593835,88267,Fourth Currier Pond
-69.0877609316,46.5080222202,17280,Peaked Mountain Pond
-69.087626085,46.5338092065,21597,Upper Elbow Pond
-69.0847514198,46.2837320232,15236,NA
-69.08084437,46.3422697068,8131,Little Reed Pond
-69.0707795219,46.5254770796,123380,Middle Elbow Pond
-69.0617913531,46.3182688539,62186,Matthews Pond
-69.0672331945,46.4269653095,19411,NA
-69.0654468783,46.5021880071,9505,Upper Island Pond
-69.0697133903,47.0249935645,66383,NA
-69.0510115645,46.3438453762,62183,Reed Deadwater
-69.0333086267,46.4841598155,89334,Island Pond
-69.0445326233,47.3984495252,59158,NA
-69.0427840321,47.4110295097,113881,NA
-68.9825914791,46.4283215122,48786,Norway Pond
-68.9866456958,46.5977919426,90369,NA
-68.9627845572,46.2816308532,121298,Ervin Pond
-68.9523086412,46.8378410178,57041,Mud Pond
-68.9369352878,47.0616614932,120228,NA
-68.8995811747,47.0545530474,120222,Second Pelletier Brook Lake; Pelletier Brook Lakes
-68.8432506176,46.531247304,106716,NA
-68.8375990044,47.0598827355,89335,NA
-68.8414553258,47.0933433966,76698,NA
-68.8206838076,47.1116507269,138351,Third Lake
-68.8089840412,46.2559703654,27826,NA
-68.7933085043,46.6579335795,96497,McGowan Lake
-68.7776154646,46.9513829846,23739,NA
-68.7543461722,46.5288034613,75662,Center Pond
-68.7406356845,47.1725574068,117030,NA
-68.7361167713,47.1814141503,90366,NA
-68.7060247324,47.19580502,59163,NA
-68.6708137764,46.7040148994,72489,NA
-68.6831027128,46.7782632469,130104,Mud Pond
-68.6811792462,46.8670949356,100541,NA
-68.6571882324,47.1847411748,59162,NA
-68.6523207235,46.7492301759,57044,Sterling Pond
-68.5980480825,46.5540427351,72493,NA
-68.5495621944,47.0167518146,50870,NA
-68.5092787151,46.3282039331,38302,NA
-68.5263847871,46.9243413512,29910,NA
-68.5041582918,46.9586823564,9508,NA
-68.4720955271,46.6261961332,119145,NA
-68.4683966592,47.1683527356,16225,NA
-68.459824822,46.5764885307,50866,NA
-68.420775104,46.5896503429,20468,NA
-68.3721234312,46.732408747,71484,NA
-68.3440498223,47.278232019,85092,NA
-68.3151861383,46.6298624929,55036,NA
-68.2890495938,47.1798674933,16224,NA
-68.1765976883,47.2809523897,19414,NA
-68.1573434796,46.7631878736,98539,NA
-68.1125860248,46.3076423032,79879,Carlisle Pond
-68.1131380426,46.9071428322,11141,NA
-68.0734683141,46.3757927179,122339,NA
-68.0216560921,46.271560031,45643,NA
-68.0274668347,47.0958796341,80904,NA
-68.0070011812,46.7854944714,79881,NA
-67.9964843036,46.1140220423,118052,NA
-67.9882524223,46.6966923174,41514,NA
-67.9846814926,46.6986480521,96500,NA
-67.9436523001,46.0094734656,105728,Mud Lake
-67.9051469748,47.0411781535,85096,NA
-67.8942361913,46.5292547167,64305,Winslow Lake
-67.900498376,46.9918715959,96498,Butterfield Lake
-67.8775754884,46.1557729343,114915,NA
-67.8757830851,46.276806333,13216,Ross Lake
-67.8724129551,46.9667702519,36146,Butterfield Brook Pond
-67.8759537846,47.040743508,96502,NA
-67.8559218541,46.7241137041,53003,Bryant Pond
-67.850950971,47.0381920364,28864,NA
-67.7993997817,46.6468166909,39388,NA
-67.7973854226,46.963219125,54036,Layton Pond; Layton Lake
-67.7992540872,47.0161970836,81976,NA
-69.7311731017,45.2566281659,8189,Bald Mountain Pond
-70.1621244842,45.9750699924,8115,Long Pond
-70.0698929641,45.8474456869,8299,Canada Falls Lake
-69.6057170586,46.2056886238,8379,Rowe Pond; Caucomgomoc Lake
-69.4101203961,45.2372725271,70488,Second Davis Pond
-69.132162836,45.5706050291,7983,B Pond
-69.1012779015,44.8291199625,7925,Etna Pond
-68.9512998983,45.6408634994,141402,Middle Jo-Mary Lake
-68.9242419364,45.3729100589,8216,Schoodic Lake
-68.815426239,45.4721577158,8177,Endless Lake
-68.726043677,44.7096714161,8362,Brewer Lake
-68.6023415133,44.6915341481,8153,Phillips Lake
-68.5369639931,45.2549430229,7615,Cold Stream Pond
-69.1514400227,45.7604060125,8511,Nahmakanta Lake
-69.0957273684,46.0422577984,8525,Nesowadnehunk Lake
-68.9962175805,45.8002101914,8214,Hurd Pond
-68.9514212467,46.0162811907,7900,Wassataquoik Lake
-68.9422581183,45.7459912736,54045,Passamagamet Lake
-68.8717843422,46.2233433809,59170,Saddle Pond
-68.4333431931,46.1639282606,141403,Mud Lake
-70.2525061252,45.8750072651,8380,Hall Pond
-70.2600362861,45.9951841638,41522,Frost Pond Flowage
-70.2579256765,46.0197592892,84109,Clish Pond
-70.2596798711,46.075788995,14210,Hurricane Pond
-70.2476624653,45.8798176102,8243,Mary Petuche Pond
-70.2503359365,45.9600686646,83017,Upper Dingley Pond; Grenier Pond
-70.2434951977,45.9720844588,7607,Big Grenier Pond
-70.2358513857,45.952373436,106723,Little Dingley Pond
-70.2177328473,45.9972932111,7701,DOLE POND
-70.1689268426,45.9644893898,7729,Lewiston Pond
-70.1046449173,45.8341797308,68455,Beaver Pond
-70.0523350773,45.8311971335,47739,NA
-70.041068,45.8816389848,73539,NA
-69.7324577263,45.3474216672,74583,Mud Pond
-69.7127769077,46.394418792,20470,NA
-69.7105153855,46.393456286,45647,NA
-69.7075723865,46.397288954,41533,NA
-69.6823042964,46.146604239,135282,Bear Brook Bog
-69.654710607,45.3046307729,97519,Ordway Pond
-69.6762929743,46.1475706683,102599,NA
-69.6620742505,46.1364581896,125509,NA
-69.6420871236,45.2375913166,8123,Hussey Pond
-69.6441400642,45.3036839525,62189,Little Ordway Pond
-69.5998528777,45.1195330928,33042,Little Pond
-69.595745408,46.4037643725,83016,Mud Pond
-69.5925886176,46.2625963334,103644,NA
-69.5939881144,46.3257440041,111879,Little Johnson Pond
-69.574961886,45.3673958284,88287,NA
-69.5590543106,46.0867827336,14212,NA
-69.5249557012,46.2319233557,11153,Daggett Pond
-69.53606447,46.2751313336,21546,Upper Ellis Pond
-69.5193518785,46.1235602462,129007,Little Scott Pond
-69.5088320461,45.3401755499,121308,Lily Pond
-69.5134088953,45.4351016009,19423,Mud Pond
-69.5002640047,45.3313634315,36163,Moores Pond
-69.4468409063,45.9481165914,88289,Grassy Pond
-69.4281721621,45.8681675515,8492,Big Pine Pond
-69.4279523398,45.9321776277,136282,NA
-69.4144183521,45.2698509191,56039,NA
-69.4059455267,45.360799147,32066,Little Greenwood Pond; Big Greenwood Pond
-69.3984412492,45.5088632382,105732,Horseshoe Pond
-69.3991828641,45.1972352897,56038,Robinson Bog
-69.347395289,46.2175523112,77770,Lost Pond
-69.3165942277,45.4126474737,30981,Sampson Pond
-69.2833835808,45.429255435499996,80906,Lost Pond
-69.2836509236,45.4445972456,76709,West Chairback Pond
-69.27873286,45.4638125359,7945,East Chairback Pond
-69.2741916892,45.7668398642,51927,Little Fisher Pond
-69.2601630334,45.9880015066,19425,Ripogenus Pond
-69.2533854933,45.7286636989,108768,NA
-69.2455887207,45.9430846617,36150,Little Mud Pond
-69.2414948717,45.7899123114,88280,NA
-69.2398828621,46.2260753275,86154,NA
-69.2250442951,45.6856512296,58112,NA
-69.2161946488,45.8067732393,86164,Bean Pond
-69.2008840778,45.3339790999,123387,Pudding Pond
-69.2015613987,45.5796628975,69456,NA
-69.1718617995,45.0342081809,7935,Garland Pond
-69.1879734366,45.6550406865,121303,Monkey Pond
-69.1782531225,45.6799728486,93461,Little Penobscot Pond
-69.1932036873,45.8003756077,22633,NA
-69.1899584252,45.812565093,114926,NA
